Sample Name,Generation Data Classes,Audio Codes Shape,Positional Embedding Shape,Global Attributes,Key One Hot Encoding Shape,Track Class One Hot Encoding Shape
nakarmi_1_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 89.5, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nakarmi_1_16bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 89.5, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nikhil_1_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 110.0, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nikhil_1_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 110.0, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nikhil_1_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 110.0, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nikhil_2_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 110.0, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nikhil_2_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 110.0, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
nikhil_2_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 110.0, ""bars"": 16, ""key"": ""B_MAJOR""}","(24,)","(17,)"
right_energy_1_12bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 12, ""key"": ""D_MAJOR""}","(24,)","(17,)"
right_energy_1_12bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 12, ""key"": ""D_MAJOR""}","(24,)","(17,)"
right_energy_1_12bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 12, ""key"": ""D_MAJOR""}","(24,)","(17,)"
right_energy_2_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 16, ""key"": ""D_MAJOR""}","(24,)","(17,)"
right_energy_2_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 16, ""key"": ""D_MAJOR""}","(24,)","(17,)"
right_energy_2_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 16, ""key"": ""D_MAJOR""}","(24,)","(17,)"
right_energy_2_16bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,), (0,)]","(750, 128)","{""bpm"": 102.0, ""bars"": 16, ""key"": ""D_MAJOR""}","(24,)","(17,)"
samir_1_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_1_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_1_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_1_16bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_2_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_2_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_2_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_2_16bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 16, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_3_12bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 12, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_3_12bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 12, ""key"": ""E_MINOR""}","(24,)","(17,)"
samir_3_12bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 95.0, ""bars"": 12, ""key"": ""E_MINOR""}","(24,)","(17,)"
sickjam_1_20bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_1_20bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_1_20bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_1_20bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_1_20bars_segment_5,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_2_18bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 18, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_2_18bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 18, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_2_18bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 18, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_2_18bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 18, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_3_20bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_3_20bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_3_20bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sickjam_3_20bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (4, 750), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 100.0, ""bars"": 20, ""key"": ""D_MINOR""}","(24,)","(17,)"
sideEffects_1_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 114.0, ""bars"": 16, ""key"": ""A_MINOR""}","(24,)","(17,)"
sideEffects_1_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 114.0, ""bars"": 16, ""key"": ""A_MINOR""}","(24,)","(17,)"
sideEffects_1_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 114.0, ""bars"": 16, ""key"": ""A_MINOR""}","(24,)","(17,)"
sideEffects_2_16bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 114.0, ""bars"": 16, ""key"": ""A_MINOR""}","(24,)","(17,)"
sideEffects_2_16bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 114.0, ""bars"": 16, ""key"": ""A_MINOR""}","(24,)","(17,)"
sideEffects_2_16bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (0,), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 114.0, ""bars"": 16, ""key"": ""A_MINOR""}","(24,)","(17,)"
suryodaya_1_20bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_1_20bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_1_20bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_1_20bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_2_20bars_segment_1,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_2_20bars_segment_2,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_2_20bars_segment_3,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
suryodaya_2_20bars_segment_4,"['bass', 'brass', 'clap', 'drums', 'hi_hat', 'keys', 'kick', 'melody', 'percs', 'piano', 'ride', 'sample', 'sfx', 'snare', 'strings', 'synth']","[(4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (4, 750), (0,), (0,), (0,), (0,), (0,), (0,), (4, 750), (0,), (0,)]","(750, 128)","{""bpm"": 115.0, ""bars"": 20, ""key"": ""E_MINOR""}","(24,)","(17,)"
